mother_id,age,state,rural_urban,education_level,marital_status,employment_status
M2544,23,Abia,Rural,Secondary,Married,Formal
M2545,37,Yobe,Rural,Secondary,Married,Student
M2546,27,Borno,Rural,Secondary,Married,Unemployed
M2547,18,Nasarawa,Rural,Primary,Married,Informal
M2548,22,Bayelsa,Rural,Tertiary,Married,Formal
M2549,30,Lagos,Urban,Secondary,Single,Informal
M2550,35,Benue,Urban,Primary,Married,Informal
M2551,17,Taraba,Rural,Secondary,Married,Student
M2552,15,Edo,Urban,Tertiary,Married,Informal
M2553,34,Lagos,Urban,Primary,Married,Informal
M2554,26,Delta,Urban,Secondary,Married,Informal
M2555,20,Jigawa,Urban,Secondary,Single,Student
M2556,27,Sokoto,Urban,Tertiary,Married,Formal
M2557,15,Benue,Urban,None,Married,Unemployed
M2558,25,Jigawa,Rural,Tertiary,Married,Formal
M2559,26,Enugu,Rural,Secondary,Widowed,Informal
M2560,29,Niger,Urban,Tertiary,Married,Informal
M2561,19,Delta,Urban,Secondary,Married,Unemployed
M2562,25,Lagos,Rural,Tertiary,Single,Unemployed
M2563,20,Niger,Rural,Tertiary,Married,Unemployed
M2564,26,Abia,Urban,Secondary,Married,Student
M2565,20,Kano,Urban,Tertiary,Married,Informal
M2566,22,Bayelsa,Rural,None,Married,Unemployed
M2567,20,Delta,Urban,None,Divorced,Formal
M2568,28,Nasarawa,Urban,Tertiary,Single,Informal
M2569,29,Abia,Rural,None,Married,Informal
M2570,23,Nasarawa,Rural,Tertiary,Married,Informal
M2571,25,Oyo,Rural,Secondary,Married,Unemployed
M2572,17,Zamfara,Urban,Tertiary,Married,Informal
M2573,23,Kaduna,Rural,Primary,Married,Unemployed
M2574,24,Bayelsa,Urban,Primary,Married,Informal
M2575,38,Anambra,Urban,Primary,Married,Formal
M2576,19,Jigawa,Urban,Tertiary,Married,Informal
M2577,32,Ogun,Urban,Secondary,Married,Informal
M2578,29,Bauchi,Rural,Tertiary,Married,Unemployed
M2579,26,FCT,Urban,Secondary,Married,Informal
M2580,33,Rivers,Rural,Tertiary,Single,Student
M2581,26,Bayelsa,Rural,Secondary,Married,Informal
M2582,26,Ondo,Urban,Tertiary,Married,Informal
M2583,24,Ogun,Urban,Primary,Married,Formal
M2584,31,Bayelsa,Rural,None,Widowed,Informal
M2585,30,Zamfara,Rural,Secondary,Married,Informal
M2586,21,Benue,Urban,Tertiary,Single,Formal
M2587,18,Katsina,Rural,Primary,Married,Unemployed
M2588,23,Abia,Urban,Secondary,Married,Informal
M2589,20,Lagos,Rural,Secondary,Married,Unemployed
M2590,24,Kaduna,Urban,Secondary,Married,Formal
M2591,31,Niger,Rural,Primary,Married,Informal
M2592,22,Lagos,Urban,Secondary,Married,Informal
M2593,24,Benue,Urban,Secondary,Married,Informal
M2594,25,Kaduna,Rural,Tertiary,Married,Informal
M2595,29,Nasarawa,Rural,Secondary,Married,Informal
M2596,15,Plateau,Urban,Tertiary,Married,Unemployed
M2597,21,Anambra,Rural,Tertiary,Married,Formal
M2598,26,Bauchi,Urban,Secondary,Married,Unemployed
M2599,31,Ogun,Urban,None,Married,Informal
M2600,22,Kebbi,Rural,Secondary,Married,Unemployed
M2601,15,Jigawa,Rural,Tertiary,Married,Unemployed
M2602,28,Yobe,Urban,None,Single,Informal
M2603,21,FCT,Urban,Secondary,Single,Informal
M2604,19,Benue,Rural,Secondary,Married,Unemployed
M2605,21,Edo,Urban,Primary,Married,Formal
M2606,24,Anambra,Rural,None,Married,Informal
M2607,21,Katsina,Urban,Secondary,Married,Formal
M2608,15,Kogi,Urban,Tertiary,Married,Student
M2609,29,Kogi,Urban,Tertiary,Widowed,Formal
M2610,31,Osun,Urban,Secondary,Married,Informal
M2611,28,Nasarawa,Urban,Primary,Married,Informal
M2612,19,Plateau,Rural,Tertiary,Married,Informal
M2613,23,Lagos,Rural,Tertiary,Widowed,Informal
M2614,24,Enugu,Urban,Tertiary,Married,Unemployed
M2615,27,Katsina,Rural,Secondary,Married,Informal
M2616,28,Kano,Rural,Tertiary,Married,Informal
M2617,21,Ogun,Urban,Tertiary,Married,Informal
M2618,25,Ekiti,Rural,Tertiary,Married,Unemployed
M2619,27,Akwa_Ibom,Urban,None,Married,Unemployed
M2620,32,Sokoto,Rural,None,Married,Unemployed
M2621,28,Yobe,Rural,Secondary,Single,Formal
M2622,28,Kano,Urban,Secondary,Married,Informal
M2623,25,Bauchi,Rural,None,Married,Informal
M2624,32,Kano,Urban,Tertiary,Married,Formal
M2625,27,Kogi,Rural,Tertiary,Married,Informal
M2626,20,Katsina,Rural,Secondary,Married,Student
M2627,32,Zamfara,Rural,Tertiary,Married,Informal
M2628,28,Zamfara,Urban,Secondary,Widowed,Unemployed
M2629,22,Taraba,Rural,Tertiary,Divorced,Formal
M2630,22,Bayelsa,Rural,Tertiary,Married,Formal
M2631,26,Plateau,Urban,None,Widowed,Student
M2632,27,Kebbi,Rural,Secondary,Married,Informal
M2633,25,Jigawa,Rural,Tertiary,Married,Unemployed
M2634,26,Nasarawa,Urban,None,Married,Informal
M2635,33,Ondo,Rural,Tertiary,Married,Student
M2636,30,Yobe,Urban,Secondary,Single,Formal
M2637,25,Ondo,Rural,Primary,Married,Unemployed
M2638,29,Abia,Rural,Tertiary,Single,Informal
M2639,19,Akwa_Ibom,Rural,Primary,Married,Informal
M2640,26,Ebonyi,Urban,Primary,Married,Student
M2641,34,Adamawa,Rural,Secondary,Married,Formal
M2642,23,Akwa_Ibom,Rural,Tertiary,Single,Informal
M2643,20,Osun,Urban,Secondary,Married,Formal
M2644,21,Kano,Urban,Tertiary,Married,Student
M2645,19,Lagos,Rural,None,Married,Informal
M2646,21,Kano,Rural,Primary,Married,Informal
M2647,23,Kaduna,Rural,Secondary,Married,Informal
M2648,17,Niger,Urban,Secondary,Married,Informal
M2649,25,Anambra,Rural,Secondary,Widowed,Informal
M2650,29,Katsina,Urban,None,Married,Informal
M2651,20,Kwara,Urban,Tertiary,Married,Informal
M2652,32,Edo,Urban,Tertiary,Married,Informal
M2653,27,Enugu,Urban,Secondary,Widowed,Student
M2654,30,Kano,Urban,None,Single,Informal
M2655,21,Borno,Rural,Secondary,Married,Formal
M2656,29,Oyo,Rural,None,Married,Student
M2657,19,Katsina,Rural,Tertiary,Married,Informal
M2658,29,Jigawa,Rural,Secondary,Married,Student
M2659,25,Lagos,Rural,Tertiary,Divorced,Informal
M2660,27,Oyo,Urban,None,Married,Informal
M2661,19,Nasarawa,Urban,Secondary,Divorced,Formal
M2662,20,Akwa_Ibom,Urban,Tertiary,Single,Informal
M2663,27,Niger,Urban,Secondary,Married,Formal
M2664,20,Niger,Rural,None,Married,Informal
M2665,27,Plateau,Urban,Secondary,Married,Informal
M2666,18,Akwa_Ibom,Urban,Secondary,Married,Informal
M2667,29,Anambra,Rural,Secondary,Single,Informal
M2668,18,Kaduna,Urban,Tertiary,Married,Formal
M2669,27,Kano,Rural,Tertiary,Widowed,Unemployed
M2670,28,Kwara,Urban,Tertiary,Married,Informal
M2671,21,Enugu,Urban,Secondary,Married,Formal
M2672,27,Ogun,Rural,Secondary,Single,Informal
M2673,26,Ogun,Urban,Tertiary,Married,Informal
M2674,22,Bauchi,Urban,Tertiary,Divorced,Student
M2675,19,Niger,Rural,Secondary,Married,Unemployed
M2676,15,Niger,Rural,Secondary,Married,Informal
M2677,26,Benue,Urban,Primary,Single,Student
M2678,17,Yobe,Urban,Tertiary,Married,Unemployed
M2679,25,Katsina,Rural,Tertiary,Single,Formal
M2680,23,Osun,Urban,None,Married,Informal
M2681,28,Niger,Rural,Secondary,Married,Informal
M2682,23,Benue,Urban,Secondary,Married,Informal
M2683,23,Bauchi,Rural,Secondary,Married,Unemployed
M2684,28,Osun,Urban,None,Married,Formal
M2685,26,Ebonyi,Rural,Tertiary,Married,Informal
M2686,26,Rivers,Urban,Tertiary,Married,Informal
M2687,27,Ondo,Rural,None,Married,Informal
M2688,17,Adamawa,Urban,None,Married,Unemployed
M2689,28,Oyo,Rural,Secondary,Married,Formal
M2690,28,Edo,Urban,Primary,Married,Unemployed
M2691,19,Akwa_Ibom,Urban,Tertiary,Married,Student
M2692,23,Niger,Urban,Tertiary,Married,Informal
M2693,24,Kebbi,Rural,Tertiary,Single,Unemployed
M2694,24,Anambra,Rural,None,Single,Informal
M2695,26,Kano,Urban,None,Married,Informal
M2696,32,Imo,Urban,Tertiary,Married,Informal
M2697,30,Kano,Urban,Tertiary,Married,Unemployed
M2698,18,Kebbi,Rural,Secondary,Married,Informal
M2699,28,Jigawa,Rural,Primary,Married,Formal
M2700,31,Ebonyi,Urban,Secondary,Married,Informal
M2701,26,Bauchi,Rural,Tertiary,Married,Student
M2702,30,Kebbi,Rural,Secondary,Married,Informal
M2703,35,Niger,Rural,Tertiary,Married,Unemployed
M2704,30,Delta,Urban,Tertiary,Married,Informal
M2705,26,Kano,Rural,None,Married,Student
M2706,30,Akwa_Ibom,Rural,None,Married,Informal
M2707,25,Rivers,Urban,Tertiary,Single,Unemployed
M2708,25,Delta,Urban,Primary,Married,Informal
M2709,23,Kano,Rural,Tertiary,Married,Informal
M2710,32,Jigawa,Urban,None,Married,Informal
M2711,20,Benue,Urban,None,Married,Informal
M2712,32,Taraba,Rural,Tertiary,Married,Formal
M2713,27,Plateau,Rural,None,Married,Informal
M2714,18,Katsina,Rural,Tertiary,Married,Informal
M2715,26,Sokoto,Urban,Primary,Married,Student
M2716,15,Ogun,Rural,None,Married,Informal
M2717,28,Kaduna,Urban,None,Single,Informal
M2718,29,Gombe,Rural,Secondary,Married,Unemployed
M2719,22,Kaduna,Rural,Secondary,Married,Informal
M2720,25,Niger,Urban,Secondary,Married,Unemployed
M2721,34,Edo,Rural,Primary,Married,Informal
M2722,22,Anambra,Urban,Tertiary,Married,Informal
M2723,19,Jigawa,Rural,Secondary,Married,Informal
M2724,32,Kano,Urban,Primary,Single,Informal
M2725,34,Sokoto,Urban,Primary,Married,Informal
M2726,25,Borno,Rural,Secondary,Married,Informal
M2727,30,Oyo,Rural,Tertiary,Married,Formal
M2728,31,Zamfara,Rural,None,Single,Informal
M2729,21,Yobe,Rural,Primary,Married,Informal
M2730,22,Akwa_Ibom,Urban,None,Married,Informal
M2731,31,Kano,Rural,Primary,Married,Informal
M2732,33,Edo,Rural,Primary,Married,Informal
M2733,27,Plateau,Urban,None,Married,Informal
M2734,20,Gombe,Urban,Secondary,Married,Formal
M2735,34,Katsina,Rural,Tertiary,Married,Student
M2736,22,Abia,Rural,Secondary,Married,Informal
M2737,23,Borno,Rural,Tertiary,Married,Unemployed
M2738,26,Katsina,Rural,None,Married,Formal
M2739,32,Enugu,Urban,Primary,Married,Informal
M2740,29,Kwara,Rural,Secondary,Married,Unemployed
M2741,27,Kano,Urban,Tertiary,Married,Student
M2742,27,Kogi,Urban,Primary,Married,Informal
M2743,25,Kano,Urban,Secondary,Married,Unemployed
M2744,27,Ondo,Urban,Secondary,Married,Unemployed
M2745,15,Borno,Urban,Secondary,Married,Student
M2746,23,Sokoto,Urban,Secondary,Married,Unemployed
M2747,26,Ondo,Rural,Primary,Married,Student
M2748,19,Delta,Rural,Secondary,Married,Informal
M2749,26,Abia,Rural,Tertiary,Married,Informal
M2750,23,Kaduna,Rural,Tertiary,Single,Student
M2751,33,Delta,Urban,Secondary,Married,Formal
M2752,32,Imo,Urban,Secondary,Married,Informal
M2753,22,Plateau,Urban,Tertiary,Married,Informal
M2754,24,Rivers,Rural,Primary,Single,Student
M2755,24,Yobe,Rural,Tertiary,Married,Student
M2756,22,Abia,Rural,None,Married,Informal
M2757,25,Lagos,Rural,None,Married,Informal
M2758,21,Plateau,Urban,Secondary,Married,Unemployed
M2759,19,Niger,Rural,Tertiary,Married,Formal
M2760,28,Bauchi,Rural,Secondary,Married,Formal
M2761,28,Katsina,Urban,Tertiary,Married,Informal
M2762,20,Delta,Rural,None,Married,Unemployed
M2763,29,Kano,Urban,Tertiary,Married,Informal
M2764,21,Akwa_Ibom,Urban,Tertiary,Married,Informal
M2765,26,Zamfara,Urban,None,Married,Informal
M2766,29,Niger,Rural,Tertiary,Married,Formal
M2767,24,Anambra,Rural,None,Married,Informal
M2768,27,Sokoto,Rural,Secondary,Married,Informal
M2769,22,Sokoto,Rural,Tertiary,Married,Informal
M2770,24,Katsina,Rural,Secondary,Married,Formal
M2771,23,Niger,Urban,Secondary,Married,Informal
M2772,21,Jigawa,Rural,Secondary,Widowed,Unemployed
M2773,24,Zamfara,Rural,None,Married,Informal
M2774,17,Anambra,Urban,Primary,Widowed,Formal
M2775,22,Anambra,Urban,Tertiary,Married,Unemployed
M2776,23,Bayelsa,Rural,Secondary,Married,Informal
M2777,23,Oyo,Rural,Tertiary,Married,Formal
M2778,23,Anambra,Rural,Secondary,Married,Informal
M2779,24,Kebbi,Rural,Secondary,Single,Formal
M2780,27,Kaduna,Rural,Tertiary,Single,Unemployed
M2781,29,Yobe,Rural,Secondary,Single,Student
M2782,21,Delta,Rural,Tertiary,Married,Informal
M2783,18,Ebonyi,Rural,Primary,Single,Informal
M2784,19,FCT,Rural,Secondary,Married,Informal
M2785,22,Oyo,Urban,None,Married,Formal
M2786,23,Niger,Urban,Secondary,Married,Informal
M2787,21,Ogun,Rural,Secondary,Married,Formal
M2788,18,FCT,Rural,Secondary,Married,Formal
M2789,22,Edo,Rural,Tertiary,Married,Informal
M2790,25,Anambra,Rural,Tertiary,Married,Unemployed
M2791,27,Borno,Urban,Tertiary,Widowed,Formal
M2792,22,Osun,Urban,Secondary,Married,Informal
M2793,22,Kebbi,Rural,Tertiary,Married,Unemployed
M2794,20,Benue,Urban,Secondary,Married,Unemployed
M2795,24,Benue,Urban,None,Married,Student
M2796,20,Kano,Urban,Tertiary,Married,Formal
M2797,27,Kaduna,Rural,Secondary,Married,Informal
M2798,16,Katsina,Urban,None,Married,Informal
M2799,23,Yobe,Urban,None,Married,Informal
M2800,26,Borno,Urban,Secondary,Single,Informal
M2801,25,Enugu,Urban,Tertiary,Married,Informal
M2802,38,Ebonyi,Urban,Secondary,Married,Unemployed
M2803,26,Bauchi,Urban,Secondary,Married,Informal
M2804,19,Benue,Urban,None,Divorced,Informal
M2805,24,Nasarawa,Rural,Tertiary,Married,Formal
M2806,16,Oyo,Urban,Secondary,Married,Informal
M2807,24,Niger,Urban,Primary,Single,Informal
M2808,20,Adamawa,Rural,Secondary,Married,Unemployed
M2809,29,Plateau,Urban,Primary,Married,Informal
M2810,22,Gombe,Rural,None,Married,Unemployed
M2811,24,Anambra,Rural,Secondary,Married,Informal
M2812,21,Delta,Urban,None,Married,Unemployed
M2813,33,Imo,Urban,Secondary,Married,Informal
M2814,23,Katsina,Rural,None,Married,Formal
M2815,34,Lagos,Urban,Secondary,Married,Unemployed
M2816,29,Ebonyi,Rural,Secondary,Married,Informal
M2817,27,Zamfara,Urban,Tertiary,Married,Unemployed
M2818,26,Adamawa,Urban,Secondary,Married,Unemployed
M2819,26,Kaduna,Rural,Primary,Married,Informal
M2820,15,Kano,Urban,Secondary,Single,Informal
M2821,23,Ogun,Urban,Tertiary,Single,Informal
M2822,29,Delta,Rural,Secondary,Married,Formal
M2823,24,Kano,Urban,Tertiary,Single,Informal
M2824,17,Oyo,Urban,Primary,Married,Unemployed
M2825,24,Benue,Urban,Tertiary,Married,Informal
M2826,33,Abia,Rural,None,Married,Informal
M2827,31,Oyo,Rural,Tertiary,Married,Formal
M2828,24,Zamfara,Rural,None,Single,Formal
M2829,29,Bayelsa,Rural,Secondary,Married,Student
M2830,23,Oyo,Rural,Secondary,Married,Informal
M2831,16,Jigawa,Rural,Primary,Married,Informal
M2832,20,Lagos,Urban,Primary,Married,Formal
M2833,32,Lagos,Urban,Tertiary,Married,Formal
M2834,23,Kebbi,Urban,Tertiary,Married,Informal
M2835,23,Ebonyi,Urban,Secondary,Married,Student
M2836,23,Oyo,Rural,None,Widowed,Student
M2837,34,Adamawa,Rural,Secondary,Married,Student
M2838,33,Akwa_Ibom,Urban,Primary,Married,Informal
M2839,36,Sokoto,Urban,Secondary,Widowed,Unemployed
M2840,24,Kaduna,Urban,Secondary,Married,Unemployed
M2841,26,Bauchi,Urban,Secondary,Married,Student
M2842,17,Sokoto,Urban,None,Married,Informal
M2843,32,Oyo,Rural,None,Married,Student
M2844,19,Gombe,Rural,Primary,Married,Informal
M2845,26,Adamawa,Urban,Tertiary,Married,Unemployed
M2846,19,Kano,Rural,Tertiary,Married,Student
M2847,22,Benue,Rural,Tertiary,Married,Informal
M2848,20,Kebbi,Urban,Secondary,Married,Informal
M2849,21,Oyo,Urban,Tertiary,Married,Student
M2850,22,Jigawa,Urban,None,Married,Unemployed
M2851,22,Adamawa,Rural,Secondary,Married,Informal
M2852,29,Nasarawa,Urban,Secondary,Married,Informal
M2853,19,Benue,Urban,Primary,Married,Informal
M2854,26,Cross_River,Urban,Secondary,Married,Unemployed
M2855,31,Borno,Rural,Primary,Married,Formal
M2856,22,Edo,Rural,Tertiary,Married,Informal
M2857,21,Rivers,Rural,Secondary,Married,Informal
M2858,23,Adamawa,Rural,Tertiary,Divorced,Unemployed
M2859,30,Kwara,Urban,Tertiary,Single,Student
M2860,25,Delta,Rural,Tertiary,Married,Formal
M2861,22,Ekiti,Rural,Secondary,Single,Informal
M2862,27,Kaduna,Urban,Secondary,Married,Informal
M2863,19,Katsina,Rural,Secondary,Married,Unemployed
M2864,28,Akwa_Ibom,Rural,Primary,Married,Formal
M2865,27,Edo,Rural,None,Married,Informal
M2866,23,Bayelsa,Urban,Secondary,Married,Formal
M2867,20,Borno,Urban,Secondary,Single,Formal
M2868,20,Rivers,Urban,Tertiary,Married,Informal
M2869,27,Katsina,Rural,Primary,Married,Unemployed
M2870,31,Lagos,Rural,Secondary,Married,Informal
M2871,21,Oyo,Urban,Primary,Married,Unemployed
M2872,27,Oyo,Rural,Tertiary,Married,Formal
M2873,15,Zamfara,Urban,Secondary,Single,Informal
M2874,22,Osun,Rural,Secondary,Single,Formal
M2875,24,Imo,Rural,None,Married,Informal
M2876,20,Katsina,Rural,Secondary,Married,Informal
M2877,20,Kano,Rural,None,Married,Informal
M2878,21,Sokoto,Rural,Tertiary,Married,Unemployed
M2879,26,Kano,Urban,Secondary,Single,Unemployed
M2880,24,Jigawa,Rural,None,Married,Unemployed
M2881,15,Borno,Urban,Secondary,Married,Informal
M2882,15,FCT,Rural,Secondary,Single,Informal
M2883,21,Cross_River,Urban,Tertiary,Married,Informal
M2884,27,Sokoto,Rural,Tertiary,Married,Student
M2885,15,Osun,Rural,Primary,Married,Unemployed
M2886,22,Akwa_Ibom,Rural,Secondary,Married,Formal
M2887,22,Zamfara,Urban,Tertiary,Single,Informal
M2888,31,Katsina,Urban,Tertiary,Married,Student
M2889,23,Ondo,Urban,Primary,Married,Informal
M2890,26,Zamfara,Urban,None,Married,Unemployed
M2891,25,Zamfara,Urban,Tertiary,Single,Informal
M2892,15,Bauchi,Rural,None,Single,Informal
M2893,28,Lagos,Rural,Primary,Married,Informal
M2894,26,Ebonyi,Urban,Secondary,Married,Unemployed
M2895,27,Oyo,Urban,Secondary,Married,Formal
M2896,44,Sokoto,Urban,Tertiary,Married,Formal
M2897,15,Akwa_Ibom,Urban,Secondary,Married,Informal
M2898,33,Zamfara,Rural,None,Married,Student
M2899,23,Cross_River,Urban,Primary,Married,Informal
M2900,26,Plateau,Rural,Secondary,Married,Formal
M2901,24,Oyo,Rural,Tertiary,Married,Unemployed
M2902,22,Imo,Rural,Secondary,Married,Informal
M2903,22,Plateau,Rural,Secondary,Married,Formal
M2904,26,Plateau,Urban,Tertiary,Single,Unemployed
M2905,17,Borno,Rural,Secondary,Divorced,Student
M2906,28,Kogi,Rural,Tertiary,Married,Student
M2907,22,Oyo,Rural,Secondary,Married,Formal
M2908,19,Niger,Rural,None,Married,Unemployed
M2909,22,Sokoto,Rural,Tertiary,Married,Informal
M2910,31,Adamawa,Rural,Tertiary,Single,Formal
M2911,22,Niger,Urban,Primary,Married,Unemployed
M2912,26,Taraba,Urban,Tertiary,Married,Informal
M2913,21,Katsina,Rural,Primary,Married,Unemployed
M2914,28,Katsina,Urban,Tertiary,Married,Formal
M2915,28,Borno,Urban,Secondary,Single,Formal
M2916,34,Zamfara,Urban,Tertiary,Married,Unemployed
M2917,24,Rivers,Rural,None,Married,Informal
M2918,28,Kano,Rural,Primary,Married,Unemployed
M2919,25,Enugu,Urban,None,Married,Unemployed
M2920,31,Kano,Urban,None,Married,Informal
M2921,21,Anambra,Rural,Secondary,Married,Informal
M2922,28,Delta,Rural,Tertiary,Married,Unemployed
M2923,24,Cross_River,Urban,None,Single,Unemployed
M2924,24,Katsina,Rural,Secondary,Married,Informal
M2925,25,Abia,Urban,Tertiary,Married,Informal
M2926,26,Sokoto,Rural,None,Married,Informal
M2927,24,Borno,Rural,Secondary,Married,Informal
M2928,26,Bayelsa,Rural,Secondary,Married,Informal
M2929,32,Niger,Urban,Secondary,Married,Informal
M2930,29,Sokoto,Urban,Tertiary,Married,Formal
M2931,29,Plateau,Urban,None,Single,Informal
M2932,22,Gombe,Rural,Primary,Married,Formal
M2933,20,Adamawa,Urban,Primary,Married,Informal
M2934,29,Kebbi,Urban,Tertiary,Married,Informal
M2935,29,Sokoto,Urban,Secondary,Married,Informal
M2936,32,Osun,Urban,Primary,Married,Informal
M2937,21,Plateau,Urban,None,Married,Informal
M2938,23,Plateau,Rural,Tertiary,Single,Unemployed
M2939,16,Yobe,Rural,None,Married,Informal
M2940,23,Jigawa,Urban,Tertiary,Married,Unemployed
M2941,29,Taraba,Urban,Secondary,Married,Unemployed
M2942,22,Jigawa,Urban,Secondary,Single,Informal
M2943,28,Bauchi,Urban,Secondary,Married,Informal
M2944,24,Enugu,Urban,Tertiary,Married,Informal
M2945,26,Bayelsa,Rural,Secondary,Married,Informal
M2946,19,Benue,Rural,Secondary,Married,Informal
M2947,25,Yobe,Urban,Secondary,Married,Informal
M2948,15,Oyo,Rural,Secondary,Married,Unemployed
M2949,24,Yobe,Urban,Secondary,Married,Unemployed
M2950,16,Lagos,Urban,Tertiary,Single,Formal
M2951,31,Borno,Urban,None,Single,Informal
M2952,28,Yobe,Rural,Primary,Married,Informal
M2953,27,Nasarawa,Urban,Secondary,Married,Formal
M2954,32,Sokoto,Urban,Secondary,Married,Informal
M2955,20,Osun,Urban,Tertiary,Married,Student
M2956,33,Cross_River,Rural,None,Married,Informal
M2957,29,Kebbi,Urban,Tertiary,Single,Formal
M2958,23,Borno,Urban,None,Widowed,Informal
M2959,30,Enugu,Urban,None,Married,Informal
M2960,19,Nasarawa,Rural,None,Married,Informal
M2961,20,Bauchi,Rural,Primary,Single,Formal
M2962,21,Niger,Urban,Secondary,Single,Student
M2963,22,Yobe,Rural,Tertiary,Married,Informal
M2964,19,Yobe,Rural,Primary,Single,Informal
M2965,31,Jigawa,Urban,Tertiary,Married,Informal
M2966,23,Zamfara,Urban,Tertiary,Married,Informal
M2967,26,Yobe,Rural,Secondary,Married,Informal
M2968,22,Adamawa,Rural,Secondary,Married,Formal
M2969,15,Kogi,Rural,Tertiary,Married,Informal
M2970,26,Sokoto,Urban,Secondary,Married,Formal
M2971,15,Yobe,Urban,Secondary,Married,Informal
M2972,24,Cross_River,Rural,Secondary,Married,Student
M2973,18,Kebbi,Urban,Secondary,Married,Informal
M2974,34,Taraba,Urban,Secondary,Married,Informal
M2975,29,Benue,Rural,Primary,Single,Unemployed
M2976,25,Ogun,Rural,Tertiary,Married,Informal
M2977,31,Delta,Urban,Tertiary,Married,Informal
M2978,20,Zamfara,Urban,Secondary,Single,Student
M2979,27,Benue,Rural,None,Married,Student
M2980,25,Rivers,Rural,Tertiary,Married,Informal
M2981,26,Anambra,Urban,Primary,Married,Formal
M2982,31,Niger,Urban,Primary,Single,Unemployed
M2983,28,Lagos,Rural,Secondary,Married,Informal
M2984,26,Rivers,Rural,Secondary,Married,Informal
M2985,16,Kano,Urban,None,Married,Informal
M2986,20,Ebonyi,Urban,Tertiary,Married,Informal
M2987,24,Delta,Urban,Primary,Married,Informal
M2988,25,Akwa_Ibom,Urban,None,Married,Formal
M2989,19,Ebonyi,Rural,Primary,Married,Informal
M2990,37,Bauchi,Rural,Primary,Married,Informal
M2991,32,Abia,Urban,Primary,Married,Formal
M2992,28,Jigawa,Rural,Tertiary,Married,Unemployed
M2993,25,Ogun,Rural,Secondary,Married,Informal
M2994,23,Yobe,Urban,Secondary,Single,Informal
M2995,20,Rivers,Rural,Tertiary,Married,Informal
M2996,25,Kano,Urban,Secondary,Single,Informal
M2997,26,Jigawa,Rural,None,Single,Unemployed
M2998,18,Katsina,Rural,Tertiary,Married,Student
M2999,26,Bauchi,Rural,Secondary,Married,Informal
M3000,24,Kano,Urban,Secondary,Divorced,Informal
M3001,15,Rivers,Rural,Secondary,Married,Informal
M3002,20,Lagos,Urban,Secondary,Married,Informal
M3003,22,Nasarawa,Rural,None,Single,Formal
M3004,34,Benue,Urban,Secondary,Married,Unemployed
M3005,27,Anambra,Urban,Primary,Married,Informal
M3006,18,Plateau,Urban,Secondary,Married,Student
M3007,27,Ekiti,Rural,None,Widowed,Unemployed
M3008,17,FCT,Rural,Tertiary,Married,Unemployed
M3009,30,Yobe,Rural,Secondary,Single,Informal
M3010,22,Anambra,Rural,Secondary,Married,Informal
M3011,24,Benue,Rural,Tertiary,Married,Informal
M3012,31,Jigawa,Urban,Primary,Married,Informal
M3013,18,Ogun,Rural,Primary,Single,Informal
M3014,18,Katsina,Urban,Secondary,Married,Informal
M3015,22,Sokoto,Rural,Tertiary,Married,Informal
M3016,30,Anambra,Rural,Tertiary,Divorced,Informal
M3017,17,Kogi,Urban,Primary,Married,Unemployed
M3018,15,Kwara,Rural,Secondary,Single,Formal
M3019,22,Kano,Urban,Secondary,Married,Student
M3020,27,Adamawa,Urban,Primary,Married,Informal
M3021,31,Taraba,Rural,Primary,Married,Informal
M3022,22,Benue,Urban,Secondary,Single,Informal
M3023,22,Rivers,Rural,Secondary,Single,Informal
M3024,30,Benue,Urban,Secondary,Married,Unemployed
M3025,15,Bauchi,Urban,Primary,Single,Informal
M3026,23,Borno,Urban,None,Married,Student
M3027,25,Borno,Urban,Primary,Married,Informal
M3028,27,Niger,Rural,None,Married,Informal
M3029,22,Niger,Rural,Secondary,Married,Informal
M3030,25,Niger,Rural,Secondary,Married,Informal
M3031,15,Ebonyi,Rural,Secondary,Married,Informal
M3032,21,Edo,Urban,Secondary,Married,Informal
M3033,27,Delta,Urban,Primary,Married,Formal
M3034,20,Akwa_Ibom,Urban,None,Married,Unemployed
M3035,25,Kebbi,Urban,Tertiary,Married,Unemployed
M3036,27,Plateau,Urban,Tertiary,Divorced,Informal
M3037,23,Benue,Rural,Tertiary,Married,Formal
M3038,25,Imo,Rural,Primary,Married,Formal
M3039,20,Kaduna,Rural,Secondary,Married,Informal
M3040,23,Ekiti,Rural,Tertiary,Married,Informal
M3041,28,Lagos,Rural,Tertiary,Married,Informal
M3042,25,Kogi,Rural,Secondary,Divorced,Unemployed
M3043,22,Borno,Urban,Tertiary,Married,Informal
M3044,26,Adamawa,Urban,Tertiary,Single,Unemployed
M3045,28,Benue,Urban,Secondary,Married,Unemployed
M3046,15,Ekiti,Rural,None,Married,Informal
M3047,30,Anambra,Urban,Secondary,Married,Unemployed
M3048,23,Plateau,Urban,Secondary,Married,Informal
M3049,27,Enugu,Rural,Tertiary,Married,Informal
M3050,30,Jigawa,Urban,Primary,Married,Unemployed
M3051,18,Kano,Urban,Secondary,Married,Informal
M3052,21,Lagos,Rural,Secondary,Married,Unemployed
M3053,23,Anambra,Urban,Primary,Married,Informal
M3054,21,Katsina,Urban,Primary,Single,Unemployed
M3055,33,Borno,Rural,Secondary,Married,Informal
